"Geneid","Chr","Start","End","Strand","Length","conA_rep1_sorted.bam","conA_rep2_sorted.bam","conB_rep1_sorted.bam","conB_rep2_sorted.bam","WT1_rpm","WT2_rpm","WT3_rpm","WT4_rpm","Matched_Gene","RPKM_WT1","RPKM_WT2","RPKM_WT3","RPKM_WT4"
"YKL045W","NC_001143.9","353493","355079","+",1587,70,39,26,52,97.2453179852437,47.8797849092739,41.1297390159868,57.6923930360844,0.689,141.139793882792,69.4917052384237,59.694831663261,83.7335167432284
"YKL044W","NC_001143.9","356322","356642","+",321,9,10,6,1,12.5029694552456,12.2768679254549,9.4914782344585,1.10946909684778,1.922,6.50518702145974,6.38754834831158,4.93833414904188,0.577247188786564
"YKL043W","NC_001143.9","356748","357848","+",1101,43,51,87,74,59.7364096195069,62.6120264198198,137.626434399648,82.1007131667354,1.55,38.5396191093593,40.3948557547224,88.791247999773,52.9682020430551
"YKL042W","NC_001143.9","358475","359566","+",1092,36,14,23,31,50.0118778209825,17.1876150956368,36.3839998987576,34.3935420022811,1.349,37.0732971245237,12.7410045186337,26.9710896210212,25.4955833967984
"YKL041W","NC_001143.9","360143","360817","+",675,51,53,44,54,70.8501602463919,65.0674000049107,69.6041737193623,59.9113312297799,1.586,44.6722321856191,41.0261034078882,43.8866164687026,37.7751142684615
"YKL040C","NC_001143.9","361058","361828","-",771,72,68,49,76,100.023755641965,83.482701893093,77.5137389147444,84.319651360431,0.32,312.57423638114,260.883443415916,242.230434108576,263.498910501347
"YKL039W","NC_001143.9","362622","364193","+",1572,139,144,118,156,193.101417142127,176.78689812655,186.665738611017,173.077179108253,1.1,175.546742856479,160.715361933227,169.696126010016,157.342890098412
"YNCK0013W","NC_001143.9","364776","364876","+",101,0,0,1,1,0,0,1.58191303907642,1.10946909684778,1.091,0,0,1.44996612197655,1.01692859472757
"YKL038W","NC_001143.9","365605","369117","+",3513,124,83,71,77,172.263134716717,101.898003781275,112.315825774426,85.4291204572788,0.674,255.583285929848,151.183981871328,166.640691059979,126.749436880236
"YKL037W","NC_001143.9","369365","369721","+",357,10,6,2,6,13.8921882836062,7.36612075527291,3.16382607815283,6.65681458108666,0.77,18.0418029657224,9.56639059126352,4.10886503656212,8.64521374167098
"YKL035W","NC_001143.9","369891","371390","+",1500,1680,1475,747,945,2333.88763164585,1810.83801900459,1181.68904019008,1048.44829652115,1.571,1485.60638551614,1152.66583004748,752.189077142001,667.376382254073
"YKL034W","NC_001143.9","371829","374105","+",2277,76,80,53,61,105.580630955407,98.2149434036389,83.84139107105,67.6776149077144,0.1,1055.80630955407,982.149434036388,838.4139107105,676.776149077143
"YKL033W-A","NC_001143.9","374505","375215","+",711,47,124,61,95,65.2932849329493,152.23316227564,96.4966953836614,105.399564200539,3.512,18.5914820424115,43.3465724019477,27.4762800067373,30.0112654329552
"YKL033W","NC_001143.9","375456","378572","+",3117,27,18,20,40,37.5089083657369,22.0983622658187,31.6382607815283,44.3787638739111,0.356,105.362102150946,62.0740513084796,88.8715190492369,124.65944908402
"YNCK0014W","NC_001143.9","379680","379753","+",74,0,0,0,0,0,0,0,0,1.499,0,0,0,0
"YKL032C","NC_001143.9","380065","381858","-",1794,126,79,70,119,175.041572373439,96.9872566110934,110.733912735349,132.026822524885,2.276,76.9075449795425,42.6130301454716,48.6528614830181,58.0082700021465
"YKL029C","NC_001143.9","382716","384725","-",2010,47,335,241,356,65.2932849329493,411.275075502738,381.241042417416,394.970998477808,0.71,91.9623731449991,579.260669722166,536.959214672417,556.29718095466
"YKL028W","NC_001143.9","385758","387206","+",1449,68,71,70,96,94.4668803285225,87.1657622707295,110.733912735349,106.509033297387,3.116,30.3167138409892,27.9736079174357,35.5371992090337,34.1813328938981
"YKL027W","NC_001143.9","387562","388905","+",1344,52,41,48,78,72.2393790747525,50.3351584943649,75.931825875668,86.5385895541266,0.073,989.580535270582,689.522719100889,1040.16199829682,1185.46013087845
"YKL026C","NC_001143.9","389380","389883","-",504,114,51,25,17,158.370946433111,62.6120264198198,39.5478259769104,18.8609746464122,1.793,88.3273543966041,34.9202601337534,22.0567908404408,10.5192273543849
"YKL025C","NC_001143.9","390240","392279","-",2040,89,88,61,87,123.640475724096,108.036437744003,96.4966953836614,96.5238114257565,2.009,61.5432930433527,53.7762258556509,48.0322027793237,48.0457000625966
"YKL024C","NC_001143.9","392526","393140","-",615,47,69,34,78,65.2932849329493,84.7103886856385,53.7850433285981,86.5385895541266,1.448,45.092047605628,58.501649644778,37.1443669396396,59.764219305336
"YKL023C-A","NC_001143.9","393146","393373","-",228,9,16,8,17,12.5029694552456,19.6429886807278,12.6553043126113,18.8609746464122,1.343,9.30973153778527,14.6262015493133,9.4231603221231,14.0439126183263
"YKL023W","NC_001143.9","393721","394554","+",834,79,74,43,66,109.748287440489,90.8488226483659,68.0222606802859,73.2249603919532,0.503,218.187450179899,180.613961527566,135.233122624823,145.576462011835
"YKL022C","NC_001143.9","394726","397248","-",2523,58,59,42,74,80.5746920449162,72.4335207601837,66.4403476412095,82.1007131667354,2.039,39.5167690264425,35.5240415694868,32.5847707901959,40.2651854667658
"YKL021C","NC_001143.9","397344","398750","-",1407,45,39,47,81,62.5148472762281,47.8797849092739,74.3499128365915,89.8669968446699,0.614,101.815712176267,77.9801057154299,121.091063251778,146.363187043436
"YKL020C","NC_001143.9","398832","402080","-",3249,143,105,128,134,198.658292455569,128.907113217276,202.484869001781,148.668858977602,0.227,875.146662799865,567.872745450555,892.003828201679,654.928894174458
"YKL019W","NC_001143.9","402568","403518","+",951,71,75,59,79,98.6345368136043,92.0765094409114,93.3328693055085,87.6480586509743,0.833,118.408807699405,110.536025739389,112.044260870959,105.219758284483
"YKL018C-A","NC_001143.9","403580","403879","-",300,11,21,11,16,15.2814071119669,25.7814226434552,17.4010434298406,17.7515055495644,2.522,6.05924151941589,10.2226100886024,6.89970001183211,7.03866199427614
"YKL018W","NC_001143.9","404102","405091","+",990,18,27,23,31,25.0059389104912,33.1475433987281,36.3839998987576,34.3935420022811,1.406,17.7851628097377,23.5757776662362,25.8776670688176,24.4619786644958
"YKL017C","NC_001143.9","405190","407241","-",2052,44,32,39,47,61.1256284478675,39.2859773614555,61.6946085239802,52.1450475518455,3.248,18.8194668866587,12.0954363797585,18.994645481521,16.0545097142381
"YKL016C","NC_001143.9","407465","407989","-",525,409,357,219,296,568.190500799495,438.284184938738,346.438955557735,328.402852666942,0.95,598.095263999469,461.351773619725,364.672584797616,345.687213333623
"YKL015W","NC_001143.9","408544","411483","+",2940,60,50,40,50,83.3531297016375,61.3843396272743,63.2765215630566,55.4734548423888,0.299,278.773009035577,205.298794740048,211.62716241825,185.529949305648
"YKL014C","NC_001143.9","411619","416913","-",5295,25,41,64,96,34.7304707090156,50.3351584943649,101.242434500891,106.509033297387,0.989,35.1167550141715,50.8950035332304,102.368487867432,107.693663596953
"YKL013C","NC_001143.9","417508","418023","-",516,132,126,75,106,183.376885343602,154.688535860731,118.643477930731,117.603724265864,2.051,89.4085252772318,75.4210316239547,57.8466494055247,57.3396997883297
"YKL012W","NC_001143.9","418310","420061","+",1752,80,57,62,92,111.13750626885,69.9781471750927,98.0786084227378,102.071156909995,0.524,212.094477612309,133.546082395215,187.172916837286,194.792284179381
"YKL011C","NC_001143.9","420155","421216","-",1062,33,15,16,21,45.8442213359006,18.4153018881823,25.3106086252227,23.2988510338033,2.939,15.5985782020757,6.26583936311068,8.61197979762595,7.92747568349891
"YKL010C","NC_001143.9","421424","425875","-",4452,188,106,97,145,261.173139731797,130.134800009821,153.445564790412,160.873019042928,5.294,49.333800478239,24.5815640366115,28.9848063449967,30.3878011036886
"YKL009W","NC_001143.9","426242","426952","+",711,36,27,54,121,50.0118778209825,33.1475433987281,85.4233041101265,134.245760718581,0.515,97.1104423708398,64.3641619392779,165.870493417721,260.67138003608
"YKL008C","NC_001143.9","427295","428551","-",1257,68,37,30,63,94.4668803285225,45.424411324183,47.4573911722925,69.8965531014099,1.751,53.9502457615777,25.9419824809726,27.1030218002813,39.9180771567161
"YKL007W","NC_001143.9","429302","430108","+",807,103,130,74,97,143.089539321144,159.599283030913,117.061564891655,107.618502394234,1.061,134.862902281946,150.423452432529,110.331352395528,101.43119924056
"YKL006C-A","NC_001143.9;NC_001143.9","430198;430597","430455;430632","-;-",294,20,23,19,23,27.7843765672125,28.2367962285462,30.0563477424519,25.5177892274989,4.451,6.24227736850427,6.34392186666955,6.75271798302671,5.73304633284629
"YNCK0015C","NC_001143.9","431030","431138","-",109,0,1,0,2,0,1.22768679254549,0,2.21893819369555,0.71,0,1.72913632752885,0,3.12526506154303
"YKL006W","NC_001143.9;NC_001143.9","431906;432433","432034;432720","+;+",417,159,408,634,880,220.885793709339,500.896211358558,1002.93286677445,976.332805226043,1.256,175.864485437372,398.802716049807,798.513428960548,777.335036007996
"YKL005C","NC_001143.9","433093","434877","-",1785,95,63,56,74,131.975788694259,77.3442679303656,88.5871301882793,82.1007131667354,0.806,163.74167331794,95.9606301865578,109.909590804317,101.861927005875
"YKL004W","NC_001143.9","435580","436785","+",1206,82,46,65,110,113.915943925571,56.4735924570923,102.824347539967,122.041600653255,0.434,262.479133469058,130.123484924176,236.922459769509,281.201844823169
"YKL003C","NC_001143.9","437097","437492","-",396,26,36,17,24,36.1196895373762,44.1967245316375,26.8925216642991,26.6272583243466,0.108,334.441569790521,409.228930848495,249.004830224991,246.548688188395
"YKL002W","NC_001143.9;NC_001143.9","437778;437906","437837;438544","+;+",699,78,81,60,62,108.359068612129,99.4426301961843,94.9147823445849,68.7870840045621,0.814,133.119248909249,122.165393361406,116.602926713249,84.5050172046218
"YKL001C","NC_001143.9","438777","439385","-",609,145,12,12,13,201.436730112291,14.7322415105458,18.982956468917,14.4230982590211,1.784,112.91296530958,8.25798290949878,10.6406706664333,8.084696333532
"YKR001C","NC_001143.9","440608","442722","-",2115,270,264,150,233,375.089083657369,324.109313232008,237.286955861462,258.506299565532,1.205,311.277247848439,268.970384424903,196.918635569678,214.528049431977
"YKR002W","NC_001143.9","443232","444938","+",1707,94,89,71,85,130.586569865899,109.264124536548,112.315825774426,94.304873232061,0.395,330.598911052908,276.618036801388,284.343862720065,238.746514511547
"YKR003W","NC_001143.9","445381","446727","+",1347,68,56,37,46,94.4668803285225,68.7504603825472,58.5307824458274,51.0355784549977,0.766,123.324909045068,89.7525592461452,76.4109431407668,66.6260815339396
"YKR004C","NC_001143.9;NC_001143.9","446799;447811","447706;448036","-;-",1134,16,17,11,22,22.22750125377,20.8706754732733,17.4010434298406,24.4083201306511,0.608,36.5583902200164,34.3267688705152,28.6201372201325,40.1452633727814
"YKR005C","NC_001143.9;NC_001143.9","448521;450021","449951;450167","-;-",1578,4,3,3,9,5.5568753134425,3.68306037763646,4.74573911722925,9.98522187162999,2.114,2.62860705460856,1.7422234520513,2.24490970540646,4.72337836879375
"YKR006C","NC_001143.9","450423","451217","-",795,45,42,24,25,62.5148472762281,51.5628452869104,37.965912937834,27.7367274211944,1.706,36.6441074303799,30.2244110708736,22.2543452156119,16.2583396372769
"YKR007W","NC_001143.9","451434","451988","+",555,34,44,27,39,47.2334401642612,54.0182188720014,42.7116520550632,43.2692947770633,1.346,35.0917088887528,40.1324062942061,31.732282358888,32.1465785862283
"YKR008W","NC_001143.9","452201","454078","+",1878,66,44,49,70,91.6884426718012,54.0182188720014,77.5137389147444,77.6628367793443,1.237,74.1216189747787,43.6687298884409,62.6626830353633,62.7832148579987
"YKR009C","NC_001143.9","454352","457054","-",2703,127,38,24,44,176.430791201799,46.6520981167285,37.965912937834,48.8166402613022,1.646,107.187600973147,28.3427084548776,23.0655607155735,29.6577401344485
"YNCK0016W","NC_001143.9;NC_001143.9","458557;458627","458594;458670","+;+",82,0,0,0,0,0,0,0,0,0.794,0,0,0,0
"YKR010C","NC_001143.9","458924","461239","-",2316,52,27,29,52,72.2393790747525,33.1475433987281,45.8754781332161,57.6923930360844,0.554,130.395991109662,59.8331108280291,82.8077222621229,104.137893566939
"YKR011C","NC_001143.9","461635","462696","-",1062,78,116,43,83,108.359068612129,142.411667935276,68.0222606802859,92.0859350383654,1.877,57.7299246734836,75.8719594753736,36.2398831541214,49.0601678414307
"YKR013W","NC_001143.9","463959","464948","+",990,148,91,69,122,205.604386597372,111.719498121639,109.151999696273,135.355229815429,2.702,76.0934073269328,41.3469645157806,40.3967430408115,50.0944595912023
"YKR014C","NC_001143.9","465367","466071","-",705,210,168,110,155,291.735953955731,206.251381147642,174.010434298406,171.967710011405,0.113,2581.73410580293,1825.23346148355,1539.9153477735,1521.83814169385
"YKR015C","NC_001143.9","466961","468667","-",1707,15,10,12,22,20.8382824254094,12.2768679254549,18.982956468917,24.4083201306511,2.315,9.0014178943453,5.30318268918136,8.19998119607645,10.5435508123763
"YKR016W","NC_001143.9","469717","471339","+",1623,234,238,140,177,325.077205836386,292.189456625826,221.467825470698,196.376030142056,1.061,306.387564407527,275.390628299553,208.734991018566,185.085796552362
"YKR017C","NC_001143.9","471694","473349","-",1656,62,32,18,41,86.1315673583587,39.2859773614555,28.4744347033755,45.4882329707588,0.989,87.0895524351453,39.7229295869116,28.7911372127154,45.9941688278654
"YKR018C","NC_001143.9","473723","475900","-",2178,320,283,138,212,444.5500250754,347.435362290372,218.303999392545,235.207448531729,0.704,631.463103800284,493.516139617006,310.090908228047,334.10148939166
"YKR019C","NC_001143.9","476216","478063","-",1848,44,17,19,21,61.1256284478675,20.8706754732733,30.0563477424519,23.2988510338033,1.706,35.829793931927,12.2336901953536,17.6180232956928,13.6570052953126
"YKR020W","NC_001143.9","478338","478832","+",495,34,32,23,19,47.2334401642612,39.2859773614555,36.3839998987576,21.0799128401078,1.622,29.1204933195199,24.2207012092821,22.4315659055225,12.9962471270701
"YKR021W","NC_001143.9","479234","481981","+",2748,58,71,37,79,80.5746920449162,87.1657622707295,58.5307824458274,87.6480586509743,1.655,48.6856145286503,52.6681343025556,35.3660316893217,52.9595520549694
"YKR022C","NC_001143.9","482171","483139","-",969,37,26,22,33,51.4010966493431,31.9198566061826,34.8020868596812,36.6124801959766,2.177,23.6109768715402,14.6623135535979,15.9862594670102,16.8178595296172
"YKR023W","NC_001143.9","483419","485011","+",1593,39,44,36,47,54.1795343060644,54.0182188720014,56.948869406751,52.1450475518455,1.847,29.3338030893689,29.2464639263678,30.8331723913108,28.2322942890338
"YKR024C","NC_001143.9","485144","487372","-",2229,11,7,10,20,15.2814071119669,8.5938075478184,15.8191303907642,22.1893819369555,0.494,30.9340224938601,17.3963715542883,32.022531155393,44.9177772003148
"YKR025W","NC_001143.9","487770","488618","+",849,33,24,25,51,45.8442213359006,29.4644830210917,39.5478259769104,56.5829239392366,2.747,16.6888319388062,10.7260586170701,14.3967331550456,20.5980793371811
"YKR026C","NC_001143.9","488738","489655","-",918,24,27,39,55,33.341251880655,33.1475433987281,61.6946085239802,61.0208003266277,0.968,34.44344202547,34.2433299573638,63.7340997148556,63.0380168663509
"YNCK0017W","NC_001143.9","490968","491040","+",73,0,0,0,0,0,0,0,0,1.592,0,0,0,0
"YKR027W","NC_001143.9","491364","493661","+",2298,53,39,24,56,73.6285979031131,47.8797849092739,37.965912937834,62.1302694234755,2.228,33.0469469942159,21.4900291334264,17.0403558966939,27.8861173354917
"YKR028W","NC_001143.9","494257","497358","+",3102,111,115,109,157,154.203289948029,141.183981142731,172.428521259329,174.186648205101,0.848,181.843502297204,166.49054380039,203.335520352983,205.408783260732
"YKR029C","NC_001143.9","497578","499833","-",2256,67,41,53,51,93.0776615001618,50.3351584943649,83.84139107105,56.5829239392366,0.917,101.502357143034,54.8911215860032,91.4300884089968,61.7043881562013
"YKR030W","NC_001143.9","500282","501103","+",822,30,34,28,55,41.6765648508187,41.7413509465465,44.2935650941396,61.0208003266277,0.072,578.841178483594,579.740985368702,615.188404085273,847.511115647607
"YKR031C","NC_001143.9","501344","506395","-",5052,138,107,98,103,191.712198313766,131.362486802367,155.027477829489,114.275316975321,2.297,83.4619931709909,57.1887186775651,67.4912833389154,49.749811482508
"YKR032W","NC_001143.9","506517","506831","+",315,0,0,0,0,0,0,0,0,3.101,0,0,0,0
"YKR034W","NC_001143.9","506898","507707","+",810,4,0,0,0,5.5568753134425,0,0,0,2.255,2.46424625873281,0,0,0
"YKR035W-A","NC_001143.9","507939","508553","+",615,82,78,45,61,113.915943925571,95.7595698185479,71.1860867584387,67.6776149077144,0.821,138.752672260135,116.637722068877,86.7065612161251,82.4331484868628
"YKR036C","NC_001143.9","508702","510633","-",1932,33,34,31,66,45.8442213359006,41.7413509465465,49.0393042113689,73.2249603919532,5.051,9.07626635040598,8.26397761760968,9.70883076843573,14.4971214397057
"YKR037C","NC_001143.9","510910","511797","-",888,44,35,15,32,61.1256284478675,42.969037739092,23.7286955861462,35.5030110991288,0.314,194.667606521871,136.844069232777,75.5690942233957,113.066914328436
"YKR038C","NC_001143.9","511999","513159","-",1161,111,76,80,122,154.203289948029,93.3041962334569,126.553043126113,135.355229815429,0.809,190.609752716971,115.332751833692,156.431450094083,167.311779747131
"YNCK0018C","NC_001143.9","513332","513403","-",72,0,0,0,0,0,0,0,0,0.614,0,0,0,0
"YKR039W","NC_001143.9","515063","516871","+",1809,361,501,187,224,501.507997038185,615.071083065288,295.81773830729,248.521077693902,1.931,259.714136218636,318.524641670268,153.194064374567,128.700713461368
"YNCK0019W","NC_001143.9","517988","518060","+",73,0,0,0,0,0,0,0,0,0.887,0,0,0,0
"YKR041W","NC_001143.9","518198","518950","+",753,1,0,2,2,1.38921882836062,0,3.16382607815283,2.21893819369555,1.16,1.19760243824192,0,2.72743627426968,1.91287775318582
"YKR042W","NC_001143.9","519527","520624","+",1098,375,610,652,996,520.957060635234,748.888943452746,1031.40730147782,1105.03122046039,0.071,7337.42338922865,10547.731597926,14526.8634010961,15563.8200064843
"YKR043C","NC_001143.9","520897","521712","-",816,129,124,137,238,179.209228858521,152.23316227564,216.722086353469,264.053645049771,1.808,99.1201487049339,84.1997578958187,119.868410593733,146.047370049652
"YKR044W","NC_001143.9","522015","523346","+",1332,21,17,9,34,29.1735953955731,20.8706754732733,14.2372173516877,37.7219492928244,0.072,405.188824938515,289.870492684351,197.739129884552,523.915962400339
"YKR045C","NC_001143.9","523418","523969","-",552,11,5,5,7,15.2814071119669,6.13843396272743,7.90956519538208,7.76628367793443,0.752,20.3210200957006,8.16281112064818,10.5180388236464,10.3275048908703
"YKR046C","NC_001143.9","524223","525074","-",852,544,421,282,417,755.73504262818,516.85613966165,446.099477019549,462.648613385523,1.097,688.9107043101,471.154183830127,406.654035569325,421.73984811807
"YKR048C","NC_001143.9","525387","526640","-",1254,276,260,289,377,383.424396627532,319.198566061826,457.172868293084,418.269849511612,0.815,470.45938236507,391.654682284449,560.948304654091,513.214539278051
"YKR049C","NC_001143.9","526830","527231","-",402,58,57,24,36,80.5746920449162,69.9781471750927,37.965912937834,39.9408874865199,1.331,60.5369587114322,52.5756177123161,28.5243523199354,30.0081799297671
"YKR050W","NC_001143.9","527815","530484","+",2670,98,35,41,53,136.143445179341,42.969037739092,64.8584346021331,58.8018621329322,0.551,247.08429252149,77.983734553706,117.710407626376,106.718443072472
"YKR051W","NC_001143.9","530946","532202","+",1257,30,30,32,43,41.6765648508187,36.8306037763646,50.6212172504453,47.7071711644544,0.851,48.9736367224662,43.2792053776317,59.4843915986431,56.060130628031
"YKR052C","NC_001143.9","532550","533464","-",915,31,32,30,38,43.0657836791794,39.2859773614555,47.4573911722925,42.1598256802155,1.253,34.3701386106779,31.3535334089829,37.8750129068575,33.6471074862055
"YKR053C","NC_001143.9","534067","535281","-",1215,14,14,10,13,19.4490635970487,17.1876150956368,15.8191303907642,14.4230982590211,0.401,48.5014054789245,42.8618830315132,39.4492029694867,35.9678260823469
"YKR054C","NC_001143.9","535647","547925","-",12279,136,60,77,105,188.933760657045,73.6612075527291,121.807304008884,116.494255169017,2.669,70.7882205534076,27.5988038788794,45.6378059231488,43.6471544282565
"YKR055W","NC_001143.9","548216","549091","+",876,38,34,21,26,52.7903154777037,41.7413509465465,33.2201738206047,28.8461965180422,1.256,42.0305059535858,33.2335596708173,26.4491829781885,22.9667169729635
"YKR056W","NC_001143.9","549448","551367","+",1920,43,20,32,84,59.7364096195069,24.5537358509097,50.6212172504453,93.1954041352132,0.914,65.3571221219987,26.8640436005577,55.384263950159,101.964337128242
"YKR057W","NC_001143.9;NC_001143.9","551657;552003","551680;552242","+;+",264,86,200,386,542,119.472819239014,245.537358509097,610.618433083497,601.332250491495,1.214,98.4125364407032,202.254825790031,502.98058738344,495.331343073719
"YKR058W","NC_001143.9","552770","554620","+",1851,188,154,115,147,261.173139731797,189.063766052005,181.919999493788,163.091957236623,12.278,21.2716354236681,15.3985800661349,14.8167453570441,13.2832674080977
"YKR059W","NC_001143.9","554987","556174","+",1188,367,681,713,1159,509.843310008349,836.054705723476,1127.90399686148,1285.87468324657,0.875,582.67806858097,955.491092255401,1289.03313927027,1469.57106656751
"YKR060W","NC_001143.9","556518","557342","+",825,8,9,8,16,11.113750626885,11.0491811329094,12.6553043126113,17.7515055495644,1.919,5.79142815366597,5.7577806841633,6.59473908942748,9.25039372046088
"YKR061W","NC_001143.9","557677","558954","+",1278,28,16,12,23,38.8981271940975,19.6429886807278,18.982956468917,25.5177892274989,0.585,66.4925251181154,33.5777584285945,32.4494982374649,43.6201525256391
"YNCK0020C","NC_001143.9","559016","559366","-",351,4,5,3,7,5.5568753134425,6.13843396272743,4.74573911722925,7.76628367793443,1.85,3.00371638564459,3.3180724122851,2.56526438769149,4.19799117726186
"YKR062W","NC_001143.9","559666","560652","+",987,62,63,48,89,86.1315673583587,77.3442679303656,75.931825875668,98.7427496194521,1.187,72.5623987854749,65.1594506574268,63.9695247478247,83.1868151806673
"YKR063C","NC_001143.9","560789","562297","-",1509,30,25,24,53,41.6765648508187,30.6921698136371,37.965912937834,58.8018621329322,0.824,50.5783554014791,37.2477789000451,46.0751370604781,71.3614831710342
"YKR064W","NC_001143.9","562547","565138","+",2592,33,36,31,51,45.8442213359006,44.1967245316375,49.0393042113689,56.5829239392366,1.277,35.8999383992957,34.6098077773199,38.4019610112521,44.30925915367
"YKR065C","NC_001143.9","565299","565892","-",594,58,75,34,41,80.5746920449162,92.0765094409114,53.7850433285981,45.4882329707588,0.35,230.213405842618,263.075741259747,153.671552367423,129.966379916454
"YKR066C","NC_001143.9","566113","567198","-",1086,262,262,149,176,363.975333030484,321.653939646917,235.705042822386,195.266561045209,0.986,369.143339787509,326.221034124663,239.051767568343,198.03910856512
"YKR067W","NC_001143.9","567918","570149","+",2232,254,208,122,140,352.861582403599,255.358852849461,192.993390767323,155.325673558689,1.508,233.993091779575,169.336109316619,127.979702100347,103.001109786929
"YKR068C","NC_001143.9","570328","570909","-",582,55,34,52,68,76.4070355598343,41.7413509465465,82.2594780319736,75.4438985856488,2.591,29.4894000616883,16.1101315887868,31.748158252402,29.117676026881
"YKR069W","NC_001143.9","571612","573393","+",1782,112,16,20,26,155.59250877639,19.6429886807278,31.6382607815283,28.8461965180422,0.593,262.381970955126,33.1247701192711,53.3528849604188,48.6445135211504
"YKR070W","NC_001143.9","573574","574632","+",1059,52,71,30,55,72.2393790747525,87.1657622707295,47.4573911722925,61.0208003266277,1.085,66.5800728799562,80.3371080836216,43.7395310343709,56.2403689646338
"YKR071C","NC_001143.9","574934","575980","-",1047,86,141,114,160,119.472819239014,173.103837748913,180.338086454711,177.515055495644,2.231,53.5512412546005,77.5902455172181,80.8328491504758,79.5674834135564
"YKR072C","NC_001143.9","576435","578123","-",1689,96,157,104,167,133.36500752262,192.746826429641,164.518956063947,185.281339173579,0.581,229.543902792805,331.750131548436,283.16515673657,318.900755892562
"YKR073C","NC_001143.9","578187","578507","-",321,0,0,2,1,0,0,3.16382607815283,1.10946909684778,1.781,0,0,1.77643238526268,0.622947275040863
"YNCK0021W","NC_001143.9;NC_001143.9","578965;579025","579001;579060","+;+",73,1,0,1,0,1.38921882836062,0,1.58191303907642,0,1.058,1.31306127444293,0,1.49519190838981,0
"YKR074W","NC_001143.9","579209","579676","+",468,34,31,24,45,47.2334401642612,38.0582905689101,37.965912937834,49.9261093581499,1.046,45.1562525470949,36.3845990142544,36.2962838793824,47.7305060785372
"YKR075C","NC_001143.9","579827","580750","-",924,152,130,317,274,211.161261910815,159.599283030913,501.466433387224,303.994532536291,1.688,125.095534307355,94.5493382884557,297.077270963995,180.091547711073
"YKR076W","NC_001143.9","582283","583395","+",1113,107,93,23,30,148.646414634587,114.17487170673,36.3839998987576,33.2840729054333,0.32,464.520045733084,356.796474083532,113.699999683617,104.012727829479
"YKR077W","NC_001143.9","583653","584744","+",1092,25,14,27,27,34.7304707090156,17.1876150956368,42.7116520550632,29.95566561489,0.095,365.583902200164,180.922264164598,449.596337421718,315.32279594621
"YKR078W","NC_001143.9","584952","586709","+",1758,31,24,19,29,43.0657836791794,29.4644830210917,30.0563477424519,32.1746038085855,0.467,92.2179522038102,63.0931113942005,64.3604876712032,68.89636789847
"YKR079C","NC_001143.9","586789","589305","-",2517,19,7,29,43,26.3951577388519,8.5938075478184,45.8754781332161,47.7071711644544,0.923,28.5971373118655,9.31073407130921,49.7025765256945,51.6870760178271
"YKR080W","NC_001143.9","590395","591357","+",963,149,298,289,294,206.993605425733,365.850664178555,457.172868293084,326.183914473246,1.112,186.145328620264,329.002395844024,411.12668011968,293.33085833925
"YKR081C","NC_001143.9","591506","592540","-",1035,18,14,49,54,25.0059389104912,17.1876150956368,77.5137389147444,59.9113312297799,1.091,22.9202006512294,15.75400100425,71.0483399768509,54.9141441152887
"YKR082W","NC_001143.9","592825","596298","+",3474,86,59,83,114,119.472819239014,72.4335207601837,131.298782243343,126.479477040647,1.757,67.998189663639,41.2256805692565,74.7289597287095,71.9860427095313
"YKR083C","NC_001143.9","596421","596822","-",402,7,12,10,10,9.72453179852437,14.7322415105458,15.8191303907642,11.0946909684778,2.516,3.86507623152797,5.85542190403252,6.28741271493011,4.40965459796413
"YKR084C","NC_001143.9","597055","598890","-",1836,90,133,109,120,125.029694552456,163.28234340855,172.428521259329,133.136291621733,0.962,129.968497455776,169.732165705353,179.2396270887,138.395313536105
"YKR085C","NC_001143.9","599094","599681","-",588,30,36,30,24,41.6765648508187,44.1967245316375,47.4573911722925,26.6272583243466,1.034,40.3061555617202,42.7434473226668,45.8968966850024,25.7517005071051
"YKR086W","NC_001143.9","599857","603072","+",3216,31,24,24,49,43.0657836791794,29.4644830210917,37.965912937834,54.363985745541,3.473,12.4001680619578,8.48387072303244,10.9317342176314,15.6533215506885
"YKR087C","NC_001143.9","603195","604232","-",1038,36,22,32,38,50.0118778209825,27.0091094360007,50.6212172504453,42.1598256802155,0.401,124.717899802949,67.3543876209493,126.237449502357,105.136722394552
"YKR088C","NC_001143.9","604405","605418","-",1014,79,75,51,84,109.748287440489,92.0765094409114,80.6775649928972,93.1954041352132,1.835,59.8083310302394,50.1779343002242,43.9659754729685,50.7876861772279
"YKR089C","NC_001143.9","605633","608365","-",2733,133,95,110,117,184.766104171963,116.630245291821,174.010434298406,129.80788433119,0.587,314.763380190738,198.688663188792,296.440262859294,221.137792727751
"YKR090W","NC_001143.9","608946","611066","+",2121,41,47,45,70,56.9579719627856,57.7012792496378,71.1860867584387,77.6628367793443,3.215,17.7163209837591,17.9475207619402,22.1418621332624,24.1564033528287
"YKR091W","NC_001143.9","611525","612265","+",741,36,53,61,64,50.0118778209825,65.0674000049107,96.4966953836614,71.0060221982577,1.037,48.2274617367237,62.7458052120644,93.0537081809657,68.47253828183
"YKR092C","NC_001143.9","612665","613885","-",1221,19,24,64,111,26.3951577388519,29.4644830210917,101.242434500891,123.151069750103,1.013,26.0564242239406,29.0863603367144,99.9431732486581,121.570651283419
