# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "/home/ibab/Desktop/DIBYENDU/s3/RA/rnaseq/GCF_000146045.2_R64_genomic_copy.gtf" "-o" "gene_counts.txt" "conA_rep1_sorted.bam" "conA_rep2_sorted.bam" "conB_rep1_sorted.bam" "conB_rep2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	conA_rep1_sorted.bam	conA_rep2_sorted.bam	conB_rep1_sorted.bam	conB_rep2_sorted.bam
YKL119C	NC_001143.9	218570	219217	-	648	25	25	19	33
YNCK0008W	NC_001143.9	219895	219967	+	73	0	0	0	0
YKL117W	NC_001143.9	220324	220974	+	651	336	451	238	305
YKL116C	NC_001143.9	221344	222900	-	1557	34	31	34	44
YKL114C	NC_001143.9	223352	224455	-	1104	34	64	46	62
YKL113C	NC_001143.9	224727	225875	-	1149	72	36	35	70
YKL112W	NC_001143.9	226570	228765	+	2196	84	56	69	81
YKL110C	NC_001143.9	228939	229880	-	942	31	38	46	68
YKL109W	NC_001143.9	232227	233891	+	1665	431	472	360	471
YKL108W	NC_001143.9	234426	235787	+	1362	15	9	15	21
YKL107W	NC_001143.9	236141	237070	+	930	11	7	1	2
YKL106C-A	NC_001143.9	237147	237266	-	120	0	0	0	0
YKL106W	NC_001143.9	237536	238891	+	1356	15	31	16	39
YKL105C	NC_001143.9	239185	242583	-	3399	130	98	73	69
YKL104C	NC_001143.9	243220	245373	-	2154	159	210	204	253
YKL104W-A	NC_001143.9	245032	245286	+	255	0	0	0	0
YKL103C	NC_001143.9	246138	247682	-	1545	414	508	128	168
YKL102C	NC_001143.9	248062	248367	-	306	0	1	0	3
YKL101W	NC_001143.9	248920	253476	+	4557	170	113	117	168
YKL100C	NC_001143.9	253697	255460	-	1764	240	195	123	146
YKL099C	NC_001143.9	255720	256472	-	753	12	14	27	40
YKL098W	NC_001143.9	256770	257843	+	1074	52	41	33	41
YKL097C	NC_001143.9	258503	258913	-	411	1	0	0	2
YKL096C-B	NC_001143.9	259073	259222	-	150	0	0	0	2
YKL096W-A	NC_001143.9	259253	259531	+	279	607	506	432	489
YKL096W	NC_001143.9	261132	261851	+	720	68	163	114	103
YKL095W	NC_001143.9	262277	263113	+	837	13	17	16	21
YKL094W	NC_001143.9	263349	264290	+	942	166	153	124	166
YKL093W	NC_001143.9	264789	265808	+	1020	47	19	18	15
YKL092C	NC_001143.9	266145	269459	-	3315	43	31	37	69
YKL091C	NC_001143.9	269718	270650	-	933	232	171	75	110
YKL090W	NC_001143.9	271878	273209	+	1332	26	9	12	28
YKL089W	NC_001143.9	273394	275043	+	1650	27	11	18	22
YKL088W	NC_001143.9	275283	276998	+	1716	78	75	65	96
YKL087C	NC_001143.9	277189	277863	-	675	82	101	32	47
YKL086W	NC_001143.9	278281	278664	+	384	6	15	5	0
YKL085W	NC_001143.9	279123	280127	+	1005	1003	857	463	562
YKL084W	NC_001143.9	280509	280859	+	351	24	20	14	10
YKL082C	NC_001143.9	281025	282329	-	1305	38	48	78	128
YKL081W	NC_001143.9;NC_001143.9	282891;283422	283095;284455	+;+	1239	224	683	755	1193
YNCK0009W	NC_001143.9	283185	283279	+	95	0	0	0	1
YKL080W	NC_001143.9	285030	286208	+	1179	228	270	172	283
YKL079W	NC_001143.9	286603	288573	+	1971	73	52	55	85
YKL078W	NC_001143.9	288845	291052	+	2208	6	3	12	26
YKL077W	NC_001143.9	291453	292631	+	1179	109	113	86	159
YKL075C	NC_001143.9	292956	294308	-	1353	45	36	42	58
YKL074C	NC_001143.9	294610	296193	-	1584	31	12	20	31
YKL073W	NC_001143.9	296430	299075	+	2646	67	72	79	90
YKL072W	NC_001143.9	299582	301882	+	2301	28	29	26	28
YNCK0010W	NC_001143.9;NC_001143.9	302918;302988	302953;303023	+;+	72	0	0	0	0
YKL071W	NC_001143.9	305114	305884	+	771	11	4	11	9
YKL070W	NC_001143.9	306211	306720	+	510	15	11	9	15
YKL069W	NC_001143.9	307285	307827	+	543	43	35	25	39
YNCK0011C	NC_001143.9	308144	308217	-	74	0	0	0	0
YKL068W-A	NC_001143.9	309206	309442	+	237	8	3	2	14
YKL068W	NC_001143.9	310199	313078	+	2880	57	65	81	122
YNCK0012C	NC_001143.9	313401	313472	-	72	0	0	0	0
YKL067W	NC_001143.9	314812	315273	+	462	219	225	112	121
YKL065W-A	NC_001143.9	315954	316175	+	222	6	1	1	2
YKL065C	NC_001143.9	316437	317057	-	621	190	201	117	175
YKL064W	NC_001143.9	317764	320673	+	2910	199	180	128	163
YKL063C	NC_001143.9	321015	321518	-	504	32	44	34	25
YKL062W	NC_001143.9	323228	325120	+	1893	130	260	177	215
YKL061W	NC_001143.9	325771	326112	+	342	8	7	9	17
YKL060C	NC_001143.9	326408	327487	-	1080	5247	9924	4875	6571
YKL059C	NC_001143.9	328118	329443	-	1326	38	36	43	50
YKL058W	NC_001143.9	330166	330534	+	369	45	58	47	65
YKL057C	NC_001143.9	330856	333969	-	3114	60	90	65	97
YKL056C	NC_001143.9	334412	334915	-	504	467	945	1131	1773
YKL055C	NC_001143.9	335321	336157	-	837	5	2	1	5
YKL054C	NC_001143.9	336537	338753	-	2217	282	384	244	334
YKL053C-A	NC_001143.9	339182	339442	-	261	46	60	22	24
YKL052C	NC_001143.9	339668	340546	-	879	42	33	35	42
YKL051W	NC_001143.9	341312	342373	+	1062	68	86	75	118
YKL050C	NC_001143.9	342852	345620	-	2769	21	9	9	11
YKL049C	NC_001143.9	346075	346764	-	690	35	19	19	24
YKL048C	NC_001143.9	347214	349136	-	1923	39	9	8	22
YKL047W	NC_001143.9	349463	351013	+	1551	25	23	35	26
YKL046C	NC_001143.9	351275	352624	-	1350	170	165	112	188
YKL045W	NC_001143.9	353493	355079	+	1587	70	39	26	52
YKL044W	NC_001143.9	356322	356642	+	321	9	10	6	1
YKL043W	NC_001143.9	356748	357848	+	1101	43	51	87	74
YKL042W	NC_001143.9	358475	359566	+	1092	36	14	23	31
YKL041W	NC_001143.9	360143	360817	+	675	51	53	44	54
YKL040C	NC_001143.9	361058	361828	-	771	72	68	49	76
YKL039W	NC_001143.9	362622	364193	+	1572	139	144	118	156
YNCK0013W	NC_001143.9	364776	364876	+	101	0	0	1	1
YKL038W	NC_001143.9	365605	369117	+	3513	124	83	71	77
YKL037W	NC_001143.9	369365	369721	+	357	10	6	2	6
YKL035W	NC_001143.9	369891	371390	+	1500	1680	1475	747	945
YKL034W	NC_001143.9	371829	374105	+	2277	76	80	53	61
YKL033W-A	NC_001143.9	374505	375215	+	711	47	124	61	95
YKL033W	NC_001143.9	375456	378572	+	3117	27	18	20	40
YNCK0014W	NC_001143.9	379680	379753	+	74	0	0	0	0
YKL032C	NC_001143.9	380065	381858	-	1794	126	79	70	119
YKL029C	NC_001143.9	382716	384725	-	2010	47	335	241	356
YKL028W	NC_001143.9	385758	387206	+	1449	68	71	70	96
YKL027W	NC_001143.9	387562	388905	+	1344	52	41	48	78
YKL026C	NC_001143.9	389380	389883	-	504	114	51	25	17
YKL025C	NC_001143.9	390240	392279	-	2040	89	88	61	87
YKL024C	NC_001143.9	392526	393140	-	615	47	69	34	78
YKL023C-A	NC_001143.9	393146	393373	-	228	9	16	8	17
YKL023W	NC_001143.9	393721	394554	+	834	79	74	43	66
YKL022C	NC_001143.9	394726	397248	-	2523	58	59	42	74
YKL021C	NC_001143.9	397344	398750	-	1407	45	39	47	81
YKL020C	NC_001143.9	398832	402080	-	3249	143	105	128	134
YKL019W	NC_001143.9	402568	403518	+	951	71	75	59	79
YKL018C-A	NC_001143.9	403580	403879	-	300	11	21	11	16
YKL018W	NC_001143.9	404102	405091	+	990	18	27	23	31
YKL017C	NC_001143.9	405190	407241	-	2052	44	32	39	47
YKL016C	NC_001143.9	407465	407989	-	525	409	357	219	296
YKL015W	NC_001143.9	408544	411483	+	2940	60	50	40	50
YKL014C	NC_001143.9	411619	416913	-	5295	25	41	64	96
YKL013C	NC_001143.9	417508	418023	-	516	132	126	75	106
YKL012W	NC_001143.9	418310	420061	+	1752	80	57	62	92
YKL011C	NC_001143.9	420155	421216	-	1062	33	15	16	21
YKL010C	NC_001143.9	421424	425875	-	4452	188	106	97	145
YKL009W	NC_001143.9	426242	426952	+	711	36	27	54	121
YKL008C	NC_001143.9	427295	428551	-	1257	68	37	30	63
YKL007W	NC_001143.9	429302	430108	+	807	103	130	74	97
YKL006C-A	NC_001143.9;NC_001143.9	430198;430597	430455;430632	-;-	294	20	23	19	23
YNCK0015C	NC_001143.9	431030	431138	-	109	0	1	0	2
YKL006W	NC_001143.9;NC_001143.9	431906;432433	432034;432720	+;+	417	159	408	634	880
YKL005C	NC_001143.9	433093	434877	-	1785	95	63	56	74
YKL004W	NC_001143.9	435580	436785	+	1206	82	46	65	110
YKL003C	NC_001143.9	437097	437492	-	396	26	36	17	24
YKL002W	NC_001143.9;NC_001143.9	437778;437906	437837;438544	+;+	699	78	81	60	62
YKL001C	NC_001143.9	438777	439385	-	609	145	12	12	13
YKR001C	NC_001143.9	440608	442722	-	2115	270	264	150	233
YKR002W	NC_001143.9	443232	444938	+	1707	94	89	71	85
YKR003W	NC_001143.9	445381	446727	+	1347	68	56	37	46
YKR004C	NC_001143.9;NC_001143.9	446799;447811	447706;448036	-;-	1134	16	17	11	22
YKR005C	NC_001143.9;NC_001143.9	448521;450021	449951;450167	-;-	1578	4	3	3	9
YKR006C	NC_001143.9	450423	451217	-	795	45	42	24	25
YKR007W	NC_001143.9	451434	451988	+	555	34	44	27	39
YKR008W	NC_001143.9	452201	454078	+	1878	66	44	49	70
YKR009C	NC_001143.9	454352	457054	-	2703	127	38	24	44
YNCK0016W	NC_001143.9;NC_001143.9	458557;458627	458594;458670	+;+	82	0	0	0	0
YKR010C	NC_001143.9	458924	461239	-	2316	52	27	29	52
YKR011C	NC_001143.9	461635	462696	-	1062	78	116	43	83
YKR013W	NC_001143.9	463959	464948	+	990	148	91	69	122
YKR014C	NC_001143.9	465367	466071	-	705	210	168	110	155
YKR015C	NC_001143.9	466961	468667	-	1707	15	10	12	22
YKR016W	NC_001143.9	469717	471339	+	1623	234	238	140	177
YKR017C	NC_001143.9	471694	473349	-	1656	62	32	18	41
YKR018C	NC_001143.9	473723	475900	-	2178	320	283	138	212
YKR019C	NC_001143.9	476216	478063	-	1848	44	17	19	21
YKR020W	NC_001143.9	478338	478832	+	495	34	32	23	19
YKR021W	NC_001143.9	479234	481981	+	2748	58	71	37	79
YKR022C	NC_001143.9	482171	483139	-	969	37	26	22	33
YKR023W	NC_001143.9	483419	485011	+	1593	39	44	36	47
YKR024C	NC_001143.9	485144	487372	-	2229	11	7	10	20
YKR025W	NC_001143.9	487770	488618	+	849	33	24	25	51
YKR026C	NC_001143.9	488738	489655	-	918	24	27	39	55
YNCK0017W	NC_001143.9	490968	491040	+	73	0	0	0	0
YKR027W	NC_001143.9	491364	493661	+	2298	53	39	24	56
YKR028W	NC_001143.9	494257	497358	+	3102	111	115	109	157
YKR029C	NC_001143.9	497578	499833	-	2256	67	41	53	51
YKR030W	NC_001143.9	500282	501103	+	822	30	34	28	55
YKR031C	NC_001143.9	501344	506395	-	5052	138	107	98	103
YKR032W	NC_001143.9	506517	506831	+	315	0	0	0	0
YKR034W	NC_001143.9	506898	507707	+	810	4	0	0	0
YKR035W-A	NC_001143.9	507939	508553	+	615	82	78	45	61
YKR036C	NC_001143.9	508702	510633	-	1932	33	34	31	66
YKR037C	NC_001143.9	510910	511797	-	888	44	35	15	32
YKR038C	NC_001143.9	511999	513159	-	1161	111	76	80	122
YNCK0018C	NC_001143.9	513332	513403	-	72	0	0	0	0
YKR039W	NC_001143.9	515063	516871	+	1809	361	501	187	224
YNCK0019W	NC_001143.9	517988	518060	+	73	0	0	0	0
YKR041W	NC_001143.9	518198	518950	+	753	1	0	2	2
YKR042W	NC_001143.9	519527	520624	+	1098	375	610	652	996
YKR043C	NC_001143.9	520897	521712	-	816	129	124	137	238
YKR044W	NC_001143.9	522015	523346	+	1332	21	17	9	34
YKR045C	NC_001143.9	523418	523969	-	552	11	5	5	7
YKR046C	NC_001143.9	524223	525074	-	852	544	421	282	417
YKR048C	NC_001143.9	525387	526640	-	1254	276	260	289	377
YKR049C	NC_001143.9	526830	527231	-	402	58	57	24	36
YKR050W	NC_001143.9	527815	530484	+	2670	98	35	41	53
YKR051W	NC_001143.9	530946	532202	+	1257	30	30	32	43
YKR052C	NC_001143.9	532550	533464	-	915	31	32	30	38
YKR053C	NC_001143.9	534067	535281	-	1215	14	14	10	13
YKR054C	NC_001143.9	535647	547925	-	12279	136	60	77	105
YKR055W	NC_001143.9	548216	549091	+	876	38	34	21	26
YKR056W	NC_001143.9	549448	551367	+	1920	43	20	32	84
YKR057W	NC_001143.9;NC_001143.9	551657;552003	551680;552242	+;+	264	86	200	386	542
YKR058W	NC_001143.9	552770	554620	+	1851	188	154	115	147
YKR059W	NC_001143.9	554987	556174	+	1188	367	681	713	1159
YKR060W	NC_001143.9	556518	557342	+	825	8	9	8	16
YKR061W	NC_001143.9	557677	558954	+	1278	28	16	12	23
YNCK0020C	NC_001143.9	559016	559366	-	351	4	5	3	7
YKR062W	NC_001143.9	559666	560652	+	987	62	63	48	89
YKR063C	NC_001143.9	560789	562297	-	1509	30	25	24	53
YKR064W	NC_001143.9	562547	565138	+	2592	33	36	31	51
YKR065C	NC_001143.9	565299	565892	-	594	58	75	34	41
YKR066C	NC_001143.9	566113	567198	-	1086	262	262	149	176
YKR067W	NC_001143.9	567918	570149	+	2232	254	208	122	140
YKR068C	NC_001143.9	570328	570909	-	582	55	34	52	68
YKR069W	NC_001143.9	571612	573393	+	1782	112	16	20	26
YKR070W	NC_001143.9	573574	574632	+	1059	52	71	30	55
YKR071C	NC_001143.9	574934	575980	-	1047	86	141	114	160
YKR072C	NC_001143.9	576435	578123	-	1689	96	157	104	167
YKR073C	NC_001143.9	578187	578507	-	321	0	0	2	1
YNCK0021W	NC_001143.9;NC_001143.9	578965;579025	579001;579060	+;+	73	1	0	1	0
YKR074W	NC_001143.9	579209	579676	+	468	34	31	24	45
YKR075C	NC_001143.9	579827	580750	-	924	152	130	317	274
YKR076W	NC_001143.9	582283	583395	+	1113	107	93	23	30
YKR077W	NC_001143.9	583653	584744	+	1092	25	14	27	27
YKR078W	NC_001143.9	584952	586709	+	1758	31	24	19	29
YKR079C	NC_001143.9	586789	589305	-	2517	19	7	29	43
YKR080W	NC_001143.9	590395	591357	+	963	149	298	289	294
YKR081C	NC_001143.9	591506	592540	-	1035	18	14	49	54
YKR082W	NC_001143.9	592825	596298	+	3474	86	59	83	114
YKR083C	NC_001143.9	596421	596822	-	402	7	12	10	10
YKR084C	NC_001143.9	597055	598890	-	1836	90	133	109	120
YKR085C	NC_001143.9	599094	599681	-	588	30	36	30	24
YKR086W	NC_001143.9	599857	603072	+	3216	31	24	24	49
YKR087C	NC_001143.9	603195	604232	-	1038	36	22	32	38
YKR088C	NC_001143.9	604405	605418	-	1014	79	75	51	84
YKR089C	NC_001143.9	605633	608365	-	2733	133	95	110	117
YKR090W	NC_001143.9	608946	611066	+	2121	41	47	45	70
YKR091W	NC_001143.9	611525	612265	+	741	36	53	61	64
YKR092C	NC_001143.9	612665	613885	-	1221	19	24	64	111
YKR093W	NC_001143.9	615730	617535	+	1806	27	35	68	98
YKR094C	NC_001143.9;NC_001143.9	617996;618743	618374;618750	-;-	387	158	358	671	1013
YKR095W	NC_001143.9	619805	625432	+	5628	192	192	148	209
YKR095W-A	NC_001143.9;NC_001143.9	625864;625977	625901;626205	+;+	267	8	14	15	22
YKR096W	NC_001143.9	626793	630380	+	3588	129	91	95	132
YKR097W	NC_001143.9	631152	632801	+	1650	24	6	18	15
YKR098C	NC_001143.9	633026	635179	-	2154	98	73	65	74
YKR099W	NC_001143.9	635851	638286	+	2436	18	20	13	40
YKR100C	NC_001143.9	638901	639968	-	1068	86	93	69	108
YKR101W	NC_001143.9	640540	642504	+	1965	28	22	27	30
YKR102W	NC_001143.9	646356	649865	+	3510	21	10	9	14
YKR103W	NC_001143.9	653080	656736	+	3657	21	7	13	11
YKR104W	NC_001143.9	656836	657756	+	921	6	2	4	7
YKR105C	NC_001143.9	658716	660464	-	1749	3	5	7	6
YKR106W	NC_001143.9	661442	663289	+	1848	16	13	12	13
YLL067C	NC_001144.5;NC_001144.5	585;4015	3915;4301	-;-	3618	144	74	74	109
YLL066W-B	NC_001144.5	5605	5775	+	171	1	0	1	0
YLL066C	NC_001144.5;NC_001144.5	6120;9550	9450;9836	-;-	3618	119	85	65	86
YLL064C	NC_001144.5	13083	13445	-	363	0	0	0	0
YLL063C	NC_001144.5	14648	16072	-	1425	0	0	0	0
YLL062C	NC_001144.5	16639	17613	-	975	53	2	4	4
YLL061W	NC_001144.5	17956	19707	+	1752	266	14	20	15
YLL060C	NC_001144.5	21138	21839	-	702	12	10	10	6
YLL058W	NC_001144.5	23569	25296	+	1728	54	32	33	44
YLL057C	NC_001144.5	25756	26994	-	1239	105	6	9	12
YLL056C	NC_001144.5	27409	28305	-	897	20	11	4	10
YLL055W	NC_001144.5	30109	31704	+	1596	71	26	17	25
YLL054C	NC_001144.5	32673	35204	-	2532	34	20	18	25
YLL053C	NC_001144.5	35503	35961	-	459	57	76	41	86
YLL052C	NC_001144.5	35912	36361	-	450	37	45	25	45
YLL051C	NC_001144.5	37333	39471	-	2139	56	39	40	63
YLL050C	NC_001144.5;NC_001144.5	39804;40401	40221;40414	-;-	432	233	319	172	224
YLL049W	NC_001144.5	40666	41205	+	540	19	27	11	24
YLL048C	NC_001144.5	41280	46265	-	4986	203	237	180	267
YLL046C	NC_001144.5	46714	47463	-	750	0	0	0	1
YLL045C	NC_001144.5	47859	48629	-	771	386	906	1673	2492
YLL043W	NC_001144.5	49938	51947	+	2010	141	128	122	172
YLL042C	NC_001144.5	52087	52590	-	504	8	5	4	8
YLL041C	NC_001144.5	53131	53931	-	801	426	386	190	219
YLL040C	NC_001144.5	54211	63645	-	9435	293	266	162	175
YLL039C	NC_001144.5	64062	65207	-	1146	1269	1144	441	611
YLL038C	NC_001144.5	65775	66518	-	744	22	16	22	26
YLL036C	NC_001144.5	66745	68256	-	1512	48	53	51	76
YLL035W	NC_001144.5	68580	70478	+	1899	15	12	16	34
YLL034C	NC_001144.5	70633	73146	-	2514	17	9	29	74
YLL033W	NC_001144.5	73409	74101	+	693	8	9	9	11
YLL032C	NC_001144.5	74270	76747	-	2478	52	28	27	47
YLL031C	NC_001144.5	77152	80205	-	3054	117	75	62	80
YLL030C	NC_001144.5	80356	80697	-	342	0	0	0	0
YLL029W	NC_001144.5	81461	83710	+	2250	405	331	219	322
YLL028W	NC_001144.5	84804	86564	+	1761	76	73	61	135
YLL027W	NC_001144.5	87403	88155	+	753	127	81	95	93
YLL026W	NC_001144.5	88623	91349	+	2727	4002	3740	1640	2566
YNCL0001W	NC_001144.5;NC_001144.5	92548;92615	92583;92650	+;+	72	1	0	0	0
YLL025W	NC_001144.5	94747	95121	+	375	5	2	1	2
YLL024C	NC_001144.5	95566	97485	-	1920	3353	3865	1966	3006
YLL023C	NC_001144.5	97997	98836	-	840	164	138	71	116
YLL022C	NC_001144.5	99044	100201	-	1158	35	41	33	51
YLL021W	NC_001144.5	100947	105347	+	4401	142	161	121	160
YLL019C	NC_001144.5	105686	107899	-	2214	217	166	107	130
YLL018C-A	NC_001144.5	108676	108972	-	297	19	17	16	17
YLL018C	NC_001144.5	109902	111575	-	1674	239	766	309	404
YLL017W	NC_001144.5	112234	112545	+	312	2	3	3	4
YLL016W	NC_001144.5	112847	115993	+	3147	67	24	30	48
YLL015W	NC_001144.5	116432	121111	+	4680	177	189	145	178
YLL014W	NC_001144.5	121322	121648	+	327	34	29	21	33
YLL013C	NC_001144.5	122075	124714	-	2640	71	49	31	52
YLL012W	NC_001144.5	125534	127255	+	1722	45	23	44	59
YLL011W	NC_001144.5	127523	128992	+	1470	12	8	17	39
YLL010C	NC_001144.5	129330	130613	-	1284	53	29	31	44
YLL009C	NC_001144.5	131205	131414	-	210	23	39	10	14
YLL008W	NC_001144.5	131729	133987	+	2259	54	33	118	170
YLL007C	NC_001144.5	134302	136299	-	1998	20	10	20	20
YLL006W-A	NC_001144.5	136345	136521	+	177	0	0	0	0
YLL006W	NC_001144.5	136586	137866	+	1281	75	35	31	33
YLL005C	NC_001144.5	137940	140546	-	2607	57	33	31	44
YLL004W	NC_001144.5	141073	142923	+	1851	14	5	17	25
YLL003W	NC_001144.5	143201	146041	+	2841	62	36	40	62
YLL002W	NC_001144.5	146291	147601	+	1311	18	14	19	22
YLL001W	NC_001144.5	147890	150163	+	2274	192	146	99	97
YLR001C	NC_001144.5	151389	153977	-	2589	108	95	68	82
YLR002C	NC_001144.5	154343	156334	-	1992	26	16	39	62
YLR003C	NC_001144.5	156855	157730	-	876	12	27	31	56
YLR004C	NC_001144.5	157934	159505	-	1572	16	8	6	4
YLR005W	NC_001144.5	160049	161434	+	1386	95	82	45	76
YLR006C	NC_001144.5	161755	163893	-	2139	77	119	83	137
YLR007W	NC_001144.5	164392	165402	+	1011	36	14	17	31
YLR008C	NC_001144.5	165577	166083	-	507	20	17	29	31
YLR009W	NC_001144.5	166537	167136	+	600	18	20	47	96
YLR010C	NC_001144.5	167320	167802	-	483	16	5	4	9
YNCL0002C	NC_001144.5	167944	168025	-	82	0	0	0	0
YLR011W	NC_001144.5	169103	169678	+	576	22	14	11	8
YLR012C	NC_001144.5	169982	170281	-	300	0	0	0	0
YLR013W	NC_001144.5	171339	171764	+	426	1	0	0	0
YLR014C	NC_001144.5	172268	174982	-	2715	20	6	11	16
YLR015W	NC_001144.5	175227	176744	+	1518	46	18	19	21
YLR016C	NC_001144.5	176802	177416	-	615	22	13	16	17
YLR017W	NC_001144.5	177608	178621	+	1014	32	34	52	99
YLR018C	NC_001144.5	178707	179606	-	900	28	41	44	52
YLR019W	NC_001144.5	180288	181481	+	1194	69	57	58	60
YLR020C	NC_001144.5	181789	183405	-	1617	48	48	59	88
YLR021W	NC_001144.5	183623	184162	+	540	23	12	13	14
YLR022C	NC_001144.5	184174	184926	-	753	34	19	38	51
YLR023C	NC_001144.5	185498	187129	-	1632	120	133	106	135
YLR024C	NC_001144.5	187663	193281	-	5619	96	80	51	68
YLR025W	NC_001144.5	194452	195174	+	723	132	124	107	135
YLR026C	NC_001144.5	195450	196472	-	1023	37	39	34	42
YLR027C	NC_001144.5	196829	198085	-	1257	344	652	198	304
YNCL0003W	NC_001144.5	198784	199389	+	606	4	9	8	20
YLR028C	NC_001144.5	199540	201315	-	1776	485	374	262	368
YLR029C	NC_001144.5	201976	202590	-	615	777	1205	2092	3214
YLR030W	NC_001144.5	203290	204081	+	792	15	7	7	11
YLR031W	NC_001144.5	204225	204785	+	561	12	4	5	8
YLR032W	NC_001144.5	204991	208500	+	3510	52	38	32	51
YLR033W	NC_001144.5	208761	210269	+	1509	50	52	48	74
YLR034C	NC_001144.5	210512	211933	-	1422	67	84	53	81
YLR035C	NC_001144.5	212369	214456	-	2088	47	34	24	24
YNCL0004C	NC_001144.5	214883	214955	-	73	0	0	0	0
YLR035C-A	NC_001144.5	215440	218907	-	3468	86	199	75	137
YLR036C	NC_001144.5	221521	222132	-	612	2	3	2	4
YLR037C	NC_001144.5	222685	223059	-	375	6	5	2	6
YLR038C	NC_001144.5	224921	225172	-	252	104	125	94	107
YLR039C	NC_001144.5	225426	228596	-	3171	65	51	48	72
YLR040C	NC_001144.5	228908	229582	-	675	12	11	7	11
YLR042C	NC_001144.5	229966	230451	-	486	5	7	4	2
YLR043C	NC_001144.5	231702	232013	-	312	147	169	105	153
YLR044C	NC_001144.5	232390	234081	-	1692	3731	11705	7523	10959
YLR045C	NC_001144.5	235037	237703	-	2667	131	71	87	94
YLR046C	NC_001144.5	238001	238813	-	813	13	9	6	19
YLR047C	NC_001144.5	239347	241407	-	2061	36	20	22	49
YLR048W	NC_001144.5;NC_001144.5	242232;242681	242321;243349	+;+	759	258	530	897	1407
YLR049C	NC_001144.5	243886	245172	-	1287	32	52	35	51
YLR050C	NC_001144.5	245587	246072	-	486	54	58	58	62
YLR051C	NC_001144.5	246324	246977	-	654	14	7	13	25
YLR052W	NC_001144.5	247201	247953	+	753	31	25	22	31
YLR053C	NC_001144.5	248100	248426	-	327	15	11	2	7
YLR054C	NC_001144.5;NC_001144.5	248717;250948	250860;250978	-;-	2175	5	8	4	7
YLR055C	NC_001144.5	251272	253080	-	1809	56	37	47	72
YLR056W	NC_001144.5	253861	254958	+	1098	246	296	308	457
YLR057W	NC_001144.5	255306	257855	+	2550	34	30	45	67
YLR058C	NC_001144.5	257992	259401	-	1410	846	1204	977	1114
YLR059C	NC_001144.5	259738	260547	-	810	42	31	34	52
YLR060W	NC_001144.5	260979	262766	+	1788	198	276	279	434
YLR061W	NC_001144.5;NC_001144.5	263194;263595	263205;263948	+;+	366	155	366	716	1118
YLR063W	NC_001144.5	264157	265254	+	1098	7	2	3	5
YLR064W	NC_001144.5	265456	266277	+	822	70	75	60	80
YLR065C	NC_001144.5	266373	266918	-	546	24	27	38	57
YLR066W	NC_001144.5	267169	267723	+	555	46	47	33	57
YLR067C	NC_001144.5	267813	270710	-	2898	31	24	26	34
YLR068W	NC_001144.5	271008	271463	+	456	9	4	11	24
YLR069C	NC_001144.5	271630	273915	-	2286	150	163	71	96
YLR070C	NC_001144.5	274141	275211	-	1071	49	36	18	14
YLR071C	NC_001144.5	275378	278626	-	3249	66	96	71	120
YLR072W	NC_001144.5	278862	280943	+	2082	80	72	52	48
YLR073C	NC_001144.5	281019	281621	-	603	3	3	1	8
YLR074C	NC_001144.5	281956	282456	-	501	41	33	61	109
YLR075W	NC_001144.5	282927	283592	+	666	1161	1894	2770	4048
YLR077W	NC_001144.5	283872	285623	+	1752	55	51	43	50
YLR078C	NC_001144.5;NC_001144.5	285736;286557	286467;286559	-;-	735	66	52	37	56
YLR079W	NC_001144.5	286820	287674	+	855	95	75	58	88
YLR080W	NC_001144.5	287916	289250	+	1335	56	43	12	17
YLR081W	NC_001144.5	290212	291936	+	1725	10	10	8	7
YLR082C	NC_001144.5	292394	293572	-	1179	34	30	22	24
YLR083C	NC_001144.5	294091	296094	-	2004	102	84	98	148
YLR084C	NC_001144.5	296589	300251	-	3663	24	30	25	40
YLR085C	NC_001144.5	300673	301989	-	1317	53	35	33	56
YLR086W	NC_001144.5	302243	306499	+	4257	100	56	59	101
YLR087C	NC_001144.5	306855	315731	-	8877	96	53	46	67
YLR088W	NC_001144.5	316107	317951	+	1845	42	41	45	70
YLR089C	NC_001144.5	318237	320015	-	1779	309	637	496	643
YLR090W	NC_001144.5	320701	322080	+	1380	101	89	73	89
YLR091W	NC_001144.5	322297	323178	+	882	18	13	19	16
YLR092W	NC_001144.5	323544	326225	+	2682	113	31	22	27
YLR093C	NC_001144.5;NC_001144.5	326513;327400	327258;327415	-;-	762	131	113	76	87
YLR094C	NC_001144.5	327730	329238	-	1509	38	32	32	49
YLR095C	NC_001144.5	329677	332115	-	2439	91	70	67	108
YLR096W	NC_001144.5	332590	336033	+	3444	63	65	69	95
YLR097C	NC_001144.5	336231	337265	-	1035	68	40	32	36
YLR098C	NC_001144.5	337527	339473	-	1947	39	32	16	25
YLR099C	NC_001144.5	339744	340928	-	1185	23	24	15	19
YLR099W-A	NC_001144.5	341325	341588	+	264	21	18	16	16
YLR100W	NC_001144.5	341810	342853	+	1044	163	169	133	165
YLR102C	NC_001144.5	342970	343767	-	798	51	29	30	32
YLR103C	NC_001144.5	343989	345941	-	1953	27	10	21	33
YLR104W	NC_001144.5	346585	346980	+	396	17	20	12	25
YLR105C	NC_001144.5	347047	348180	-	1134	22	23	20	27
